id,company_name,channel,contact_email,status,reason,jurisdiction,lead_id,evaluated_at
523,Statewide Primary County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, WA",DISC-WA-STA-104,2026-09-16T18:46:50.463028+00:00
524,Statewide Primary County Commercial Lead #5,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, WA",DISC-WA-STA-105,2026-09-16T18:46:50.463028+00:00
525,Statewide Primary County Commercial Lead #6,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, WA",DISC-WA-STA-106,2026-09-16T18:46:50.463028+00:00
526,Statewide Primary County Commercial Lead #7,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, WA",DISC-WA-STA-107,2026-09-16T18:46:50.463028+00:00
212,Wahkiakum County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 0 candidate leads evaluated","Wahkiakum County, WA",JUR-WA-WAHKIAKUM-COUNTY,2026-09-16T18:46:28.083013+00:00
511,Washoe County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 7 candidate leads evaluated","Washoe County, AZ",JUR-AZ-WASHOE-COUNTY,2026-09-16T18:46:26.859268+00:00
512,Washoe County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, AZ",DISC-AZ-WAS-101,2026-09-16T18:46:26.859268+00:00
513,Washoe County Commercial Lead #2,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, AZ",DISC-AZ-WAS-102,2026-09-16T18:46:26.859268+00:00
514,Washoe County Commercial Lead #3,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, AZ",DISC-AZ-WAS-103,2026-09-16T18:46:26.859268+00:00
515,Washoe County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, AZ",DISC-AZ-WAS-104,2026-09-16T18:46:26.859268+00:00
516,Washoe County Commercial Lead #5,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, AZ",DISC-AZ-WAS-105,2026-09-16T18:46:26.859268+00:00
517,Washoe County Commercial Lead #6,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, AZ",DISC-AZ-WAS-106,2026-09-16T18:46:26.859268+00:00
518,Washoe County Commercial Lead #7,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, AZ",DISC-AZ-WAS-107,2026-09-16T18:46:26.859268+00:00
211,Thurston County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 0 candidate leads evaluated","Thurston County, WA",JUR-WA-THURSTON-COUNTY,2026-09-16T18:46:26.042363+00:00
210,Stevens County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 0 candidate leads evaluated","Stevens County, WA",JUR-WA-STEVENS-COUNTY,2026-09-16T18:45:55.250560+00:00
209,Spokane County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 0 candidate leads evaluated","Spokane County, WA",JUR-WA-SPOKANE-COUNTY,2026-09-16T18:45:19.968436+00:00
208,Snohomish County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 0 candidate leads evaluated","Snohomish County, WA",JUR-WA-SNOHOMISH-COUNTY,2026-09-16T18:44:43.023675+00:00
207,Skamania County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 0 candidate leads evaluated","Skamania County, WA",JUR-WA-SKAMANIA-COUNTY,2026-09-16T18:44:39.499822+00:00
206,Skagit County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 0 candidate leads evaluated","Skagit County, WA",JUR-WA-SKAGIT-COUNTY,2026-09-16T18:44:04.598481+00:00
190,San Juan County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 15 candidate leads evaluated","San Juan County, WA",JUR-WA-SAN-JUAN-COUNTY,2026-09-16T18:44:01.978545+00:00
191,San Juan County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, WA",DISC-WA-SAN-101,2026-09-16T18:44:01.978545+00:00
192,San Juan County Commercial Lead #2,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, WA",DISC-WA-SAN-102,2026-09-16T18:44:01.978545+00:00
193,San Juan County Commercial Lead #3,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, WA",DISC-WA-SAN-103,2026-09-16T18:44:01.978545+00:00
194,San Juan County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, WA",DISC-WA-SAN-104,2026-09-16T18:44:01.978545+00:00
195,San Juan County Commercial Lead #5,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, WA",DISC-WA-SAN-105,2026-09-16T18:44:01.978545+00:00
196,San Juan County Commercial Lead #6,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, WA",DISC-WA-SAN-106,2026-09-16T18:44:01.978545+00:00
197,San Juan County Commercial Lead #7,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, WA",DISC-WA-SAN-107,2026-09-16T18:44:01.978545+00:00
198,San Juan County Commercial Lead #8,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, WA",DISC-WA-SAN-108,2026-09-16T18:44:01.978545+00:00
199,San Juan County Commercial Lead #9,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, WA",DISC-WA-SAN-109,2026-09-16T18:44:01.978545+00:00
200,San Juan County Commercial Lead #10,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, WA",DISC-WA-SAN-110,2026-09-16T18:44:01.978545+00:00
201,San Juan County Commercial Lead #11,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, WA",DISC-WA-SAN-111,2026-09-16T18:44:01.978545+00:00
202,San Juan County Commercial Lead #12,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, WA",DISC-WA-SAN-112,2026-09-16T18:44:01.978545+00:00
203,San Juan County Commercial Lead #13,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, WA",DISC-WA-SAN-113,2026-09-16T18:44:01.978545+00:00
204,San Juan County Commercial Lead #14,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, WA",DISC-WA-SAN-114,2026-09-16T18:44:01.978545+00:00
205,San Juan County Commercial Lead #15,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, WA",DISC-WA-SAN-115,2026-09-16T18:44:01.978545+00:00
189,Pierce County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 0 candidate leads evaluated","Pierce County, WA",JUR-WA-PIERCE-COUNTY,2026-09-16T18:43:34.139635+00:00
180,Pend Oreille County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 0 candidate leads evaluated","Pend Oreille County, WA",JUR-WA-PEND-OREILLE-COUNTY,2026-09-16T18:43:05.704088+00:00
179,Pacific County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 0 candidate leads evaluated","Pacific County, WA",JUR-WA-PACIFIC-COUNTY,2026-09-16T18:42:29.233457+00:00
178,Okanogan County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 0 candidate leads evaluated","Okanogan County, WA",JUR-WA-OKANOGAN-COUNTY,2026-09-16T18:42:24.454135+00:00
177,Mason County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 0 candidate leads evaluated","Mason County, WA",JUR-WA-MASON-COUNTY,2026-09-16T18:41:44.642438+00:00
176,Lincoln County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 0 candidate leads evaluated","Lincoln County, WA",JUR-WA-LINCOLN-COUNTY,2026-09-16T18:41:25.141368+00:00
504,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 6 candidate leads evaluated","Statewide Primary County, CA",JUR-CA-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:41:25.085834+00:00
505,Statewide Primary County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, CA",DISC-CA-STA-101,2026-09-16T18:41:25.085834+00:00
506,Statewide Primary County Commercial Lead #2,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, CA",DISC-CA-STA-102,2026-09-16T18:41:25.085834+00:00
507,Statewide Primary County Commercial Lead #3,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, CA",DISC-CA-STA-103,2026-09-16T18:41:25.085834+00:00
508,Statewide Primary County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, CA",DISC-CA-STA-104,2026-09-16T18:41:25.085834+00:00
509,Statewide Primary County Commercial Lead #5,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, CA",DISC-CA-STA-105,2026-09-16T18:41:25.085834+00:00
510,Statewide Primary County Commercial Lead #6,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, CA",DISC-CA-STA-106,2026-09-16T18:41:25.085834+00:00
175,Lewis County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 0 candidate leads evaluated","Lewis County, WA",JUR-WA-LEWIS-COUNTY,2026-09-16T18:40:55.096135+00:00
174,Klickitat County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 0 candidate leads evaluated","Klickitat County, WA",JUR-WA-KLICKITAT-COUNTY,2026-09-16T18:40:38.291243+00:00
497,Washoe County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 6 candidate leads evaluated","Washoe County, GA",JUR-GA-WASHOE-COUNTY,2026-09-16T18:40:38.287052+00:00
498,Washoe County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, GA",DISC-GA-WAS-101,2026-09-16T18:40:38.287052+00:00
499,Washoe County Commercial Lead #2,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, GA",DISC-GA-WAS-102,2026-09-16T18:40:38.287052+00:00
500,Washoe County Commercial Lead #3,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, GA",DISC-GA-WAS-103,2026-09-16T18:40:38.287052+00:00
501,Washoe County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, GA",DISC-GA-WAS-104,2026-09-16T18:40:38.287052+00:00
502,Washoe County Commercial Lead #5,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, GA",DISC-GA-WAS-105,2026-09-16T18:40:38.287052+00:00
503,Washoe County Commercial Lead #6,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, GA",DISC-GA-WAS-106,2026-09-16T18:40:38.287052+00:00
159,Kittitas County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 14 candidate leads evaluated","Kittitas County, WA",JUR-WA-KITTITAS-COUNTY,2026-09-16T18:40:07.515496+00:00
160,Kittitas County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, WA",DISC-WA-KIT-101,2026-09-16T18:40:07.515496+00:00
161,Kittitas County Commercial Lead #2,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, WA",DISC-WA-KIT-102,2026-09-16T18:40:07.515496+00:00
162,Kittitas County Commercial Lead #3,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, WA",DISC-WA-KIT-103,2026-09-16T18:40:07.515496+00:00
163,Kittitas County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, WA",DISC-WA-KIT-104,2026-09-16T18:40:07.515496+00:00
164,Kittitas County Commercial Lead #5,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, WA",DISC-WA-KIT-105,2026-09-16T18:40:07.515496+00:00
165,Kittitas County Commercial Lead #6,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, WA",DISC-WA-KIT-106,2026-09-16T18:40:07.515496+00:00
166,Kittitas County Commercial Lead #7,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, WA",DISC-WA-KIT-107,2026-09-16T18:40:07.515496+00:00
167,Kittitas County Commercial Lead #8,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, WA",DISC-WA-KIT-108,2026-09-16T18:40:07.515496+00:00
168,Kittitas County Commercial Lead #9,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, WA",DISC-WA-KIT-109,2026-09-16T18:40:07.515496+00:00
169,Kittitas County Commercial Lead #10,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, WA",DISC-WA-KIT-110,2026-09-16T18:40:07.515496+00:00
170,Kittitas County Commercial Lead #11,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, WA",DISC-WA-KIT-111,2026-09-16T18:40:07.515496+00:00
171,Kittitas County Commercial Lead #12,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, WA",DISC-WA-KIT-112,2026-09-16T18:40:07.515496+00:00
172,Kittitas County Commercial Lead #13,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, WA",DISC-WA-KIT-113,2026-09-16T18:40:07.515496+00:00
173,Kittitas County Commercial Lead #14,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Kittitas County municipal docket sweep,"Kittitas County, WA",DISC-WA-KIT-114,2026-09-16T18:40:07.515496+00:00
158,Kitsap County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 0 candidate leads evaluated","Kitsap County, WA",JUR-WA-KITSAP-COUNTY,2026-09-16T18:40:03.447570+00:00
157,King County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 0 candidate leads evaluated","King County, WA",JUR-WA-KING-COUNTY,2026-09-16T18:39:34.041044+00:00
156,Jefferson County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 0 candidate leads evaluated","Jefferson County, WA",JUR-WA-JEFFERSON-COUNTY,2026-09-16T18:39:17.734455+00:00
155,Island County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 0 candidate leads evaluated","Island County, WA",JUR-WA-ISLAND-COUNTY,2026-09-16T18:38:42.814579+00:00
154,Grays Harbor County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 0 candidate leads evaluated","Grays Harbor County, WA",JUR-WA-GRAYS-HARBOR-COUNTY,2026-09-16T18:38:42.660439+00:00
147,Grant County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 6 candidate leads evaluated","Grant County, WA",JUR-WA-GRANT-COUNTY,2026-09-16T18:38:13.870351+00:00
148,Grant County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Grant County municipal docket sweep,"Grant County, WA",DISC-WA-GRA-101,2026-09-16T18:38:13.870351+00:00
149,Grant County Commercial Lead #2,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Grant County municipal docket sweep,"Grant County, WA",DISC-WA-GRA-102,2026-09-16T18:38:13.870351+00:00
150,Grant County Commercial Lead #3,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Grant County municipal docket sweep,"Grant County, WA",DISC-WA-GRA-103,2026-09-16T18:38:13.870351+00:00
151,Grant County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Grant County municipal docket sweep,"Grant County, WA",DISC-WA-GRA-104,2026-09-16T18:38:13.870351+00:00
152,Grant County Commercial Lead #5,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Grant County municipal docket sweep,"Grant County, WA",DISC-WA-GRA-105,2026-09-16T18:38:13.870351+00:00
153,Grant County Commercial Lead #6,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Grant County municipal docket sweep,"Grant County, WA",DISC-WA-GRA-106,2026-09-16T18:38:13.870351+00:00
145,Garfield County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 1 candidate leads evaluated","Garfield County, WA",JUR-WA-GARFIELD-COUNTY,2026-09-16T18:37:54.206026+00:00
146,Garfield County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Garfield County municipal docket sweep,"Garfield County, WA",DISC-WA-GAR-101,2026-09-16T18:37:54.206026+00:00
143,Franklin County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 1 candidate leads evaluated","Franklin County, WA",JUR-WA-FRANKLIN-COUNTY,2026-09-16T18:37:26.614963+00:00
144,Franklin County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Franklin County municipal docket sweep,"Franklin County, WA",DISC-WA-FRA-101,2026-09-16T18:37:26.614963+00:00
141,Ferry County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 1 candidate leads evaluated","Ferry County, WA",JUR-WA-FERRY-COUNTY,2026-09-16T18:37:23.023523+00:00
142,Ferry County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Ferry County municipal docket sweep,"Ferry County, WA",DISC-WA-FER-101,2026-09-16T18:37:23.023523+00:00
488,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 7 candidate leads evaluated","Statewide Primary County, FL",JUR-FL-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:37:22.947106+00:00
489,Statewide Primary County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, FL",DISC-FL-STA-101,2026-09-16T18:37:22.947106+00:00
490,Statewide Primary County Commercial Lead #2,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, FL",DISC-FL-STA-102,2026-09-16T18:37:22.947106+00:00
491,Statewide Primary County Commercial Lead #3,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, FL",DISC-FL-STA-103,2026-09-16T18:37:22.947106+00:00
492,Statewide Primary County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, FL",DISC-FL-STA-104,2026-09-16T18:37:22.947106+00:00
493,Statewide Primary County Commercial Lead #5,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, FL",DISC-FL-STA-105,2026-09-16T18:37:22.947106+00:00
494,Statewide Primary County Commercial Lead #6,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, FL",DISC-FL-STA-106,2026-09-16T18:37:22.947106+00:00
495,Statewide Primary County Commercial Lead #7,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, FL",DISC-FL-STA-107,2026-09-16T18:37:22.947106+00:00
139,Douglas County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 1 candidate leads evaluated","Douglas County, WA",JUR-WA-DOUGLAS-COUNTY,2026-09-16T18:36:56.967701+00:00
140,Douglas County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Douglas County municipal docket sweep,"Douglas County, WA",DISC-WA-DOU-101,2026-09-16T18:36:56.967701+00:00
137,Cowlitz County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 1 candidate leads evaluated","Cowlitz County, WA",JUR-WA-COWLITZ-COUNTY,2026-09-16T18:36:33.598951+00:00
138,Cowlitz County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Cowlitz County municipal docket sweep,"Cowlitz County, WA",DISC-WA-COW-101,2026-09-16T18:36:33.598951+00:00
479,Washoe County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 6 candidate leads evaluated","Washoe County, IL",JUR-IL-WASHOE-COUNTY,2026-09-16T18:36:33.595442+00:00
480,Washoe County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, IL",DISC-IL-WAS-101,2026-09-16T18:36:33.595442+00:00
481,Washoe County Commercial Lead #2,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, IL",DISC-IL-WAS-102,2026-09-16T18:36:33.595442+00:00
482,Washoe County Commercial Lead #3,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, IL",DISC-IL-WAS-103,2026-09-16T18:36:33.595442+00:00
483,Washoe County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, IL",DISC-IL-WAS-104,2026-09-16T18:36:33.595442+00:00
484,Washoe County Commercial Lead #5,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, IL",DISC-IL-WAS-105,2026-09-16T18:36:33.595442+00:00
485,Washoe County Commercial Lead #6,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, IL",DISC-IL-WAS-106,2026-09-16T18:36:33.595442+00:00
135,Columbia County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 1 candidate leads evaluated","Columbia County, WA",JUR-WA-COLUMBIA-COUNTY,2026-09-16T18:36:12.956893+00:00
136,Columbia County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Columbia County municipal docket sweep,"Columbia County, WA",DISC-WA-COL-101,2026-09-16T18:36:12.956893+00:00
133,Clark County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 1 candidate leads evaluated","Clark County, WA",JUR-WA-CLARK-COUNTY,2026-09-16T18:36:05.836991+00:00
